Item,Date,Qty.,Total (₹),
Chicken Biryani (Regular),2019-04-12,55.00,10175.00,
Chicken Biryani (Regular),2019-04-13,73.00,13505.00,
Chicken Biryani (Regular),2019-04-14,67.00,12395.00,
Chicken Biryani (Regular),2019-04-15,53.00,9805.00,
Chicken Biryani (Regular),2019-04-16,64.00,11840.00,
Chicken Biryani (Regular),2019-04-17,68.00,12580.00,
Chicken Biryani (Regular),2019-04-18,50.00,9250.00,
Chicken Biryani (Regular),2019-04-19,73.00,13505.00,
Chicken Biryani (Regular),2019-04-20,69.00,12765.00,
Chicken Biryani (Regular),2019-04-21,89.00,16465.00,
Chicken Biryani (Regular),2019-04-22,40.00,7400.00,
Chicken Biryani (Regular),2019-04-23,57.00,10545.00,
Chicken Biryani (Regular),2019-04-24,56.00,10360.00,
Chicken Biryani (Regular),2019-04-25,49.00,9065.00,
Chicken Biryani (Regular),2019-04-26,78.00,14430.00,
Chicken Biryani (Regular),2019-04-27,65.00,12025.00,
Chicken Biryani (Regular),2019-04-28,162.00,29970.00,
Chicken Biryani (Regular),2019-04-29,54.00,9990.00,
Chicken Biryani (Regular),2019-04-30,48.00,8880.00,
Chicken Biryani (Regular),2019-05-01,115.00,21275.00,
Chicken Biryani (Regular),2019-05-02,36.00,6660.00,
Chicken Biryani (Regular),2019-05-03,106.00,19610.00,
Chicken Biryani (Regular),2019-05-04,88.00,16280.00,
Chicken Biryani (Regular),2019-05-05,92.00,17020.00,
Chicken Biryani (Regular),2019-05-06,54.00,9990.00,
Chicken Biryani (Regular),2019-05-07,53.00,9805.00,
Chicken Biryani (Regular),2019-05-08,72.00,13320.00,
Chicken Biryani (Regular),2019-05-09,87.00,16095.00,
Chicken Biryani (Regular),2019-05-10,132.00,24420.00,
Chicken Biryani (Regular),2019-05-11,105.00,19425.00,
Chicken Biryani (Regular),2019-05-12,132.00,24420.00,
Chicken Biryani (Regular),2019-05-13,63.00,11655.00,
Chicken Biryani (Regular),2019-05-14,60.00,11100.00,
Chicken Biryani (Regular),2019-05-15,49.00,9065.00,
Chicken Biryani (Regular),2019-05-16,57.00,10545.00,
Chicken Biryani (Regular),2019-05-17,82.00,15170.00,
Chicken Biryani (Regular),2019-05-18,67.00,12395.00,
Chicken Biryani (Regular),2019-05-19,94.00,17390.00,
Chicken Biryani (Regular),2019-05-20,55.00,10175.00,
Chicken Biryani (Regular),2019-05-21,51.00,9435.00,
Chicken Biryani (Regular),2019-05-22,83.00,15355.00,
Chicken Biryani (Regular),2019-05-23,65.00,12025.00,
Chicken Biryani (Regular),2019-05-24,59.00,10915.00,
Chicken Biryani (Regular),2019-05-25,82.00,15170.00,
Chicken Biryani (Regular),2019-05-26,108.00,19980.00,
Chicken Biryani (Regular),2019-05-27,64.00,11840.00,
Chicken Biryani (Regular),2019-05-28,35.00,6475.00,
Chicken Biryani (Regular),2019-05-29,47.00,8695.00,
Chicken Biryani (Regular),2019-05-30,41.00,7585.00,
Chicken Biryani (Regular),2019-05-31,80.00,14800.00,
Boneless Chicken Biryani (Regular),2018-01-01,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-01-02,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-01-03,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-01-04,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-01-05,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-01-06,23.00,4485.00,
Boneless Chicken Biryani (Regular),2018-01-07,61.00,11895.00,
Boneless Chicken Biryani (Regular),2018-01-08,12.00,2340.00,
Boneless Chicken Biryani (Regular),2018-01-09,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-01-10,23.00,4485.00,
Boneless Chicken Biryani (Regular),2018-01-11,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-01-12,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-01-13,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-01-14,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-01-15,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-01-16,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-01-17,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-01-18,10.00,1950.00,
Boneless Chicken Biryani (Regular),2018-01-19,24.00,4680.00,
Boneless Chicken Biryani (Regular),2018-01-20,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-01-21,41.00,7995.00,
Boneless Chicken Biryani (Regular),2018-01-22,11.00,2145.00,
Boneless Chicken Biryani (Regular),2018-01-23,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-01-24,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-01-25,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-01-26,44.00,8580.00,
Boneless Chicken Biryani (Regular),2018-01-27,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-01-28,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-01-29,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-01-30,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-01-31,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-02-01,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-02-02,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-02-03,37.00,7215.00,
Boneless Chicken Biryani (Regular),2018-02-04,57.00,11115.00,
Boneless Chicken Biryani (Regular),2018-02-05,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-02-06,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-02-07,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-02-08,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-02-09,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-02-10,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-02-11,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-02-12,7.00,1365.00,
Boneless Chicken Biryani (Regular),2018-02-13,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-02-14,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-02-15,9.00,1755.00,
Boneless Chicken Biryani (Regular),2018-02-16,41.00,7995.00,
Boneless Chicken Biryani (Regular),2018-02-17,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-02-18,45.00,8775.00,
Boneless Chicken Biryani (Regular),2018-02-19,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-02-20,12.00,2340.00,
Boneless Chicken Biryani (Regular),2018-02-21,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-02-22,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-02-23,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-02-24,38.00,7410.00,
Boneless Chicken Biryani (Regular),2018-02-25,54.00,10530.00,
Boneless Chicken Biryani (Regular),2018-02-26,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-02-27,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-02-28,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-03-01,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-03-02,35.00,6825.00,
Boneless Chicken Biryani (Regular),2018-03-03,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-03-04,47.00,9165.00,
Boneless Chicken Biryani (Regular),2018-03-05,30.00,5850.00,
Boneless Chicken Biryani (Regular),2018-03-06,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-03-07,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-03-08,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-03-09,30.00,5850.00,
Boneless Chicken Biryani (Regular),2018-03-10,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-03-11,56.00,10920.00,
Boneless Chicken Biryani (Regular),2018-03-12,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-03-13,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-03-14,28.00,5460.00,
Boneless Chicken Biryani (Regular),2018-03-15,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-03-16,37.00,7215.00,
Boneless Chicken Biryani (Regular),2018-03-17,31.00,6045.00,
Boneless Chicken Biryani (Regular),2018-03-18,47.00,9165.00,
Boneless Chicken Biryani (Regular),2018-03-19,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-03-20,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-03-21,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-03-22,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-03-23,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-03-24,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-03-25,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-03-26,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-03-27,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-03-28,12.00,2340.00,
Boneless Chicken Biryani (Regular),2018-03-29,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-03-30,48.00,9360.00,
Boneless Chicken Biryani (Regular),2018-03-31,37.00,7215.00,
Boneless Chicken Biryani (Regular),2018-04-01,41.00,7995.00,
Boneless Chicken Biryani (Regular),2018-04-02,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-04-03,11.00,2145.00,
Boneless Chicken Biryani (Regular),2018-04-04,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-04-05,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-04-06,24.00,4680.00,
Boneless Chicken Biryani (Regular),2018-04-07,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-04-08,55.00,10725.00,
Boneless Chicken Biryani (Regular),2018-04-09,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-04-10,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-04-11,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-04-12,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-04-13,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-04-14,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-04-15,51.00,9945.00,
Boneless Chicken Biryani (Regular),2018-04-16,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-04-17,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-04-18,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-04-19,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-04-20,31.00,6045.00,
Boneless Chicken Biryani (Regular),2018-04-21,39.00,7605.00,
Boneless Chicken Biryani (Regular),2018-04-22,101.00,19695.00,
Boneless Chicken Biryani (Regular),2018-04-23,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-04-24,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-04-25,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-04-26,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-04-27,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-04-28,35.00,6825.00,
Boneless Chicken Biryani (Regular),2018-04-29,51.00,9945.00,
Boneless Chicken Biryani (Regular),2018-04-30,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-05-01,44.00,8580.00,
Boneless Chicken Biryani (Regular),2018-05-02,24.00,4680.00,
Boneless Chicken Biryani (Regular),2018-05-03,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-05-04,30.00,5850.00,
Boneless Chicken Biryani (Regular),2018-05-05,50.00,9750.00,
Boneless Chicken Biryani (Regular),2018-05-06,45.00,8775.00,
Boneless Chicken Biryani (Regular),2018-05-07,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-05-08,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-05-09,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-05-10,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-05-11,50.00,9750.00,
Boneless Chicken Biryani (Regular),2018-05-12,57.00,11115.00,
Boneless Chicken Biryani (Regular),2018-05-13,51.00,9945.00,
Boneless Chicken Biryani (Regular),2018-05-14,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-05-15,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-05-16,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-05-17,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-05-18,51.00,9945.00,
Boneless Chicken Biryani (Regular),2018-05-19,52.00,10140.00,
Boneless Chicken Biryani (Regular),2018-05-20,60.00,11700.00,
Boneless Chicken Biryani (Regular),2018-05-21,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-05-22,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-05-23,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-05-24,11.00,2145.00,
Boneless Chicken Biryani (Regular),2018-05-25,28.00,5460.00,
Boneless Chicken Biryani (Regular),2018-05-26,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-05-27,40.00,7800.00,
Boneless Chicken Biryani (Regular),2018-05-28,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-05-29,12.00,2340.00,
Boneless Chicken Biryani (Regular),2018-05-30,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-05-31,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-06-01,51.00,9945.00,
Boneless Chicken Biryani (Regular),2018-06-02,40.00,7800.00,
Boneless Chicken Biryani (Regular),2018-06-03,86.00,16770.00,
Boneless Chicken Biryani (Regular),2018-06-04,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-06-05,32.00,6240.00,
Boneless Chicken Biryani (Regular),2018-06-06,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-06-07,31.00,6045.00,
Boneless Chicken Biryani (Regular),2018-06-08,32.00,6240.00,
Boneless Chicken Biryani (Regular),2018-06-09,31.00,6045.00,
Boneless Chicken Biryani (Regular),2018-06-10,43.00,8385.00,
Boneless Chicken Biryani (Regular),2018-06-11,10.00,1950.00,
Boneless Chicken Biryani (Regular),2018-06-12,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-06-13,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-06-14,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-06-15,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-06-16,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-06-17,56.00,10920.00,
Boneless Chicken Biryani (Regular),2018-06-18,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-06-19,10.00,1950.00,
Boneless Chicken Biryani (Regular),2018-06-20,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-06-21,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-06-22,35.00,6825.00,
Boneless Chicken Biryani (Regular),2018-06-23,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-06-24,43.00,8385.00,
Boneless Chicken Biryani (Regular),2018-06-25,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-06-26,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-06-27,30.00,5850.00,
Boneless Chicken Biryani (Regular),2018-06-28,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-06-29,35.00,6825.00,
Boneless Chicken Biryani (Regular),2018-06-30,31.00,6045.00,
Boneless Chicken Biryani (Regular),2018-07-01,61.00,11895.00,
Boneless Chicken Biryani (Regular),2018-07-02,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-07-03,28.00,5460.00,
Boneless Chicken Biryani (Regular),2018-07-04,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-07-05,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-07-06,30.00,5850.00,
Boneless Chicken Biryani (Regular),2018-07-07,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-07-08,57.00,11115.00,
Boneless Chicken Biryani (Regular),2018-07-09,14.00,2730.00,
Boneless Chicken Biryani (Regular),2018-07-10,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-07-11,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-07-12,8.00,1560.00,
Boneless Chicken Biryani (Regular),2018-07-13,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-07-14,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-07-15,37.00,7215.00,
Boneless Chicken Biryani (Regular),2018-07-16,10.00,1950.00,
Boneless Chicken Biryani (Regular),2018-07-17,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-07-18,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-07-19,22.00,4290.00,
Boneless Chicken Biryani (Regular),2018-07-20,41.00,7995.00,
Boneless Chicken Biryani (Regular),2018-07-21,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-07-22,41.00,7995.00,
Boneless Chicken Biryani (Regular),2018-07-23,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-07-24,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-07-25,19.00,3705.00,
Boneless Chicken Biryani (Regular),2018-07-26,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-07-27,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-07-28,34.00,6630.00,
Boneless Chicken Biryani (Regular),2018-07-29,62.00,12090.00,
Boneless Chicken Biryani (Regular),2018-07-30,13.00,2535.00,
Boneless Chicken Biryani (Regular),2018-07-31,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-08-01,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-08-02,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-08-03,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-08-04,26.00,5070.00,
Boneless Chicken Biryani (Regular),2018-08-05,53.00,10335.00,
Boneless Chicken Biryani (Regular),2018-08-06,18.00,3510.00,
Boneless Chicken Biryani (Regular),2018-08-07,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-08-08,29.00,5655.00,
Boneless Chicken Biryani (Regular),2018-08-09,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-08-10,33.00,6435.00,
Boneless Chicken Biryani (Regular),2018-08-11,23.00,4485.00,
Boneless Chicken Biryani (Regular),2018-08-12,43.00,8385.00,
Boneless Chicken Biryani (Regular),2018-08-13,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-08-14,28.00,5460.00,
Boneless Chicken Biryani (Regular),2018-08-15,48.00,9360.00,
Boneless Chicken Biryani (Regular),2018-08-16,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-08-17,20.00,3900.00,
Boneless Chicken Biryani (Regular),2018-08-18,27.00,5265.00,
Boneless Chicken Biryani (Regular),2018-08-19,49.00,9555.00,
Boneless Chicken Biryani (Regular),2018-08-20,10.00,1950.00,
Boneless Chicken Biryani (Regular),2018-08-21,17.00,3315.00,
Boneless Chicken Biryani (Regular),2018-08-22,23.00,4485.00,
Boneless Chicken Biryani (Regular),2018-08-23,12.00,2340.00,
Boneless Chicken Biryani (Regular),2018-08-24,23.00,4485.00,
Boneless Chicken Biryani (Regular),2018-08-25,37.00,7215.00,
Boneless Chicken Biryani (Regular),2018-08-26,36.00,7020.00,
Boneless Chicken Biryani (Regular),2018-08-27,16.00,3120.00,
Boneless Chicken Biryani (Regular),2018-08-28,15.00,2925.00,
Boneless Chicken Biryani (Regular),2018-08-29,25.00,4875.00,
Boneless Chicken Biryani (Regular),2018-08-30,21.00,4095.00,
Boneless Chicken Biryani (Regular),2018-08-31,36.00,7020.00,
